Sr. No.,Name of Insurance Co.,State,City,Provider Name,Category,Address,Pin Code,Tel Area,Tel No.,Fax No.,Not Servicing to,Provider
,,,,HOSPITAL,,"Chitrakoot Ajmer Road,Gandhi Path",,,,,,,
2945,PSU-United India Insurance Company,Rajasthan,Jaipur,GOPINATH HOSPITAL PRIVATE LIMITED,Hospital,"Sector-8, Chetak Marg, Tonk Road, Sanganer Fly",,302004,141,279 3333 / 2793334,2561403,,1541
,,,,,,"Over,Pratap Nagar, Sanganer,Jaipur",,,,,,,
2946,PSU-United India Insurance Company,Rajasthan,Jaipur,HEART & GENERAL HOSPITAL JAIPUR,Hospital,"7, Vivekanand Marg,,C - Scheme, Opp S M S",,302001,141,2370271 / 374547,/ 383434,2378859,544
,,,,,,"Hsopital,Jaipur",,,,,,,
2947,PSU-United India Insurance Company,Rajasthan,Jaipur,HOLY FAMILY HOSPITAL( RAJASTHAN),Hospital,"337/ 5 Vyas Marg,Raja Park, Opp A/C Market,Jaipur",,302004,141,262 2120,2624987,,1533
2948,PSU-United India Insurance Company,Rajasthan,Jaipur,IMPERIAL HOSPITAL & RESEARCH,Hospital,"Kanwatia Circle,,Shastir Nagar,Jaipur",,302016,141,2300111,2307984,,4065
,,,,CENTRE,,,,,,,,,
2949,PSU-United India Insurance Company,Rajasthan,Jaipur,J.P EYE HOSPITAL,Hospital,"B-14, Lal Kothi, Shopping Centre,,Behind Times Of",,302015,141,2742525,2742525,,35512
,,,,,,"India,,Tonk Road,",,,,,,,
2950,PSU-United India Insurance Company,Rajasthan,Jaipur,JAIN ENT HOSPITAL(JAIPUR),Hospital,"23-24, Satya Vihar Colony Pankanj Singhavi",,302015,141,2742541/2142828,2740845,,51225
,,,,,,"Marg,,Near New Vidhan Sabha,,Lal Kothi,",,,,,,,
2951,PSU-United India Insurance Company,Rajasthan,Jaipur,JAIN HOSPITAL(JAIPUR),Hospital,"605-606, Shanti Path,,Sindhi Colony,Rajpark,Jaipur",,302004,141,"2604186,2610939",2600840,,33508
2952 PSU-United India Insurance Company,,Rajasthan,Jaipur,JAIPUR HOSPITAL,,Hospital,"Gopalpura Fly Over,Tank Road, Gopalpura",302018,141,2554139 / 2551500,2721810,,2192
,,,,,,,"Flyover,Jaipur",,,,,,
2953,PSU-United India Insurance Company,Rajasthan,Jaipur,JEEVAN REKHA CRITICAL CARE &,,Hospital,"S-24, Cantral Spine, Mahal Yojan,,,Jagatpura",302025,141,5155050,5823473,,12085
,,,,TRAUMA HOSPITAL,,,,,,,,,
2954,PSU-United India Insurance Company,Rajasthan,Jaipur,JINDAL EYE HOSPITAL,,Hospital,"10/62 Chitrakoot Scheme,,Opp Stadium, Vaishali",302021,141,2440411,2441909,,81371
,,,,,,,"Nagar,,Jaipur",,,,,,
2955,PSU-United India Insurance Company,Rajasthan,Jaipur,JOLLY HOSPITAL,,Hospital,"B9 (D), Govind Marg,,Adarsh Nagar,Jaipur",302004,141,2612540,4106893,,4978
2956,PSU-United India Insurance Company,Rajasthan,Jaipur,JYOTI NURSING HOME PVT LTD,,Nursing,"Opp. Sbi Bank, Viki Area,Sikar Road,,Road No -",302013,141,4047144,4047144,,81533
,,,,,,Home,"4,,Vishwakarma Industrial Area",,,,,,
2957,PSU-United India Insurance Company,Rajasthan,Jaipur,K. K. HOSPITAL & DIAGONSTIC CENTRE,,Hospital,"Khawasji Ka Rasta,Near Hawa Mahal Bazar,Jaipur",302002,141,2600834/ 3237997,NA,,2854
2958,PSU-United India Insurance Company,Rajasthan,Jaipur,K.C. MEMORIAL EYE HOSPITAL,,Hospital,"Malan Ka Chauraha,,Malviya Marg, C - Scheme,,Jaipur",302001,141,2372642 / 2378811 / 2378812,5115222,,33484
2959,PSU-United India Insurance Company,Rajasthan,Jaipur,KAPOOR HOSPITAL (EYE CENTRE),,Hospital,"202/3 Sikar Road,Rampura Dabri,Jaipur",303704,1423,225061/2303264,2280946,,7189
2960,PSU-United India Insurance Company,Rajasthan,Jaipur,KATTA HOSPITAL,,Hospital,"47-52, Shopping Lenter,,,Ambabari,",302023,141,2234358 / 2336097,2336097,,31405
2961,PSU-United India Insurance Company,Rajasthan,Jaipur,KHANDAKA HOSPITAL,,Hospital,"160-161,Kailashpuri,,Opp.Sanghi Farm Tonk Road,",302018,141,"2722922, 2548211",2722704,,1566
,,,,,,,"Main Tonk Road, Near Gopal Pura Fly Over,Jaipur",,,,,,
2962,PSU-United India Insurance Company,Rajasthan,Jaipur,KRISHNA HEART & GENERAL HOSPITAL,,Hospital,"138, Prem Niwas, Pandit T N Mishra Road,,Near",302019,141,2399630,0,,53353
,,,,,,,"Ganga Jamuna Petrol Pump, Nr Gopalpura By",,,,,,
,,,,,,,"Pass,,Swami Vihar, Nirman Nagar,",,,,,,
2963,PSU-United India Insurance Company,Rajasthan,Jaipur,KSHITIJ HOSPITAL AND MEDICAL,,Hospital,"52, Udai Nagar - A,,Near Kissan Dharamkanta,",302019,141,2812121,2812020,,70467
,,,,RESEARCH CENTRE,,,"Gopalpura Byepass,,Jaipur",,,,,,
2964,PSU-United India Insurance Company,Rajasthan,Jaipur,MAHATMA GANDHI MEDICAL COLLEGE,,Hospital,"Riico Institutional Area,Sitapura,Tonk Road,Sitapura",302022,141,2771777/2771007/1/2/3,2770900/2770303,,72068
,,,,& HOSPITAL,,,Indsutrial Area,,,,,,
2965,PSU-United India Insurance Company,Rajasthan,Jaipur,MALPANI MULTISPECIALITY HOSPITAL,,Hospital,"S P - 6, Road No - 1,","Vishwakarma Industrial Area,,Nr.",302023,141,2261315/ 5195200,5195208/ 2261365,4284
,,,,,,,"V K I Association Bhawan, Sikar Road,,Jaipur",,,,,,
2966,PSU-United India Insurance Company,Rajasthan,Jaipur,MANU HOSPITAL & RESEARCH CENTRE,,Hospital,"A-1a,Shyam Nagar,,Near Central Academy",302019,141,2293800/2292530/2295567,2293800,,2205
,,,,,,,"School,Sodala,,Sodala",,,,,,
2967,PSU-United India Insurance Company,Rajasthan,Jaipur,MAX VISION EYE CARE CENTRE,,Hospital,305 Vinayak Enclave Opp Post Office Betwen Nursery,302021,141,6506666,5135021,,81422
,,,,,,,"& Amrapali Circles,Gautam Marg, Vaishali Nagar,,273,",,,,,,
,,,,,,,"Gomes Defence Colony,",,,,,,
2968,PSU-United India Insurance Company,Rajasthan,Jaipur,MEERA HOSPITAL (JAIPUR),,Hospital,""" Kartavya "", Shiv Marg,,Bani Park,,Jaipur",302016,141,2204312/2203330,2201261,,528
2969,PSU-United India Insurance Company,Rajasthan,Jaipur,NARAYANA HRUDAYALAYA PVT LTD,,Hospital,"Sec-28 Kumbha Marg,,Pratap Nagar,,Sanganer",302033,141,5192939,5192901,,81477
2970,PSU-United India Insurance Company,Rajasthan,Jaipur,NEHA MATERNITY & ENT HOSPITAL(A,,Hospital,"72, Devinagar,,,New Sanganer Road,",302019,141,2294195,2294195,,56542
,,,,UNIT OF BHARDWAJ MEDICARE,,,,,,,,,
,,,,PVT.LTD),,,,,,,,,
2971,PSU-United India Insurance Company,Rajasthan,Jaipur,NOVA SPECIALITY SURGURY PVT LTD,,Hospital,"J-2/37, Mahaveer Marg, Opp. Jaiclub, C-",302004,141,2370209/2377729,5105366,,88763
,,,,,,,"Scheme,,,Opp. Jai Club, C-Scheme",,,,,,
2972,PSU-United India Insurance Company,Rajasthan,Jaipur,PANDYA HOSPITAL & RESEARCH,,Hospital,"J2 / 37, Mahaveer Marg,,Opp. Jai Club, C -",302001,141,2370 209 / 2377229,5105366,,533
,,,,CENTRE PVT. LTD.,,,"Scheme,,Jaipur",,,,,,
2973,PSU-United India Insurance Company,Rajasthan,Jaipur,PINKCITY HEART AND GENERAL,,Hospital,"Murlipura,,Sikara Road,Jaipur",302013,141,2333440/2332640,2332640,,2289
,,,,HOSPITAL,,,,,,,,,
2974,PSU-United India Insurance Company,Rajasthan,Jaipur,PRAKASH MOTHER & CHILD HOSPITAL,,Hospital,"Sec - 6, Zone - 68,,Haldi Ghati Marg, Pratap",302030,141,2791206 / 2793609,2790033,,4021
,,,,,,,"Nagar,,Sanganer",,,,,,
2975,PSU-United India Insurance Company,Rajasthan,Jaipur,PRECIOUS HOSPITAL,,Hospital,"B-228, Vaishali Marg,,Opp. Gaurav Restrurent,,Near",302021,141,0,0,,14346
,,,,,,,"Vaishali Nagar,",,,,,,
2976,PSU-United India Insurance Company,Rajasthan,Jaipur,RAJDHANI CLINIC & NURSING HOME,,Hospital,"C - 30,,Bhagwan Das Road,,Jaipur",302001,141,2371202/2364901,2369816,,529
,,,,PVT. LTD,,,,,,,,,
2977,PSU-United India Insurance Company,Rajasthan,Jaipur,RAJPUTANA HOSPITAL & RESEARCH,,Hospital,"A - 16, Hanuman Nagar,,Khatidura Jaipur,,Jaipur",302021,141,2351973 / 5179990,2354205,,4321
,,,,CENTRE PVT LTD,,,,,,,,,
2978,PSU-United India Insurance Company,Rajasthan,Jaipur,RAWAL,HOSPITAL,Hospital,"Bhankrota,Ajmer Road,Jaipur",302026,141,2250084,2250084,,72373
2979,PSU-United India Insurance Company,Rajasthan,Jaipur,RKB MAXIMA HEART INSTITUTE &,,Hospital,"D-78, Ghiya Marg,,Bani Park,,Jaipur",302016,141,2281224/25/26,2282228,,9138
,,,,RESEARCH CENTER,,,,,,,,,
2980,PSU-United India Insurance Company,Rajasthan,Jaipur,S.R. KALLA MEMORIAL GASTRO &,,Hospital,"R-8/A, Yudhishter Marg,,C-Sheme, Jaipur,Behind",302001,141,5112042 / 5112043 / 2378001,2370673,,1836
,,,,GENERAL HOSPITAL,,,"Ashok Nagar Police Station,Jaipur",,,,,,
2981,PSU-United India Insurance Company,Rajasthan,Jaipur,SAKET MEDICARE AND RESEARCH,,Hospital,"Saket Hospital. Sector - 10,Meera Marg,Agarwal Farm",302020,141,"2785074,/ 75",2786140,,1602
,,,,CENTRE PVT. LTD.,,,", Mansarowar,Jaipur",,,,,,
2982,PSU-United India Insurance Company,Rajasthan,Jaipur,SHAH HOSPITAL(JAIPUR),,Hospital,"K E - 3,Kabir Marg,,Bani Park ,,Jaipur",302016,141,2203914 / 2201023,2202638/ 2202957,,683
2983,PSU-United India Insurance Company,Rajasthan,Jaipur,SHARDA GENERAL HOSPITAL,,Hospital,"122/15, Agrawal Farm Bus Stop,,Madhyam Marg,",302020,141,2398826,2398826,,78061
,,,,,,,"Mansarovar,,Mansrovar",,,,,,
2984,PSU-United India Insurance Company,Rajasthan,Jaipur,SHEKHAWATI HOSPITAL & RESEARCH,,Hospital,"A/2, Opp. Time Square,,Central Spine,,Vidhyadhar",303007,141,2232211,2232194,,36497
,,,,CENTRE,,,Nagar,,,,,,
2985,PSU-United India Insurance Company,Rajasthan,Jaipur,SHRI NIDAN HOSPITAL,,Hospital,"27,Vidhyut Nagara,,Ajmer Road,Jaipur",303301,141,2351770/2356669,2356669,,61223
2986,PSU-United India Insurance Company,Rajasthan,Jaipur,SHUBH HOSPITAL,,Hospital,"A - 35, Vidhyut Nagar,,Ajmer Road,,Jaipur",303031,141,2245987 / 2351529 / 2357223,2357223,,3401
2987 PSU-United India Insurance Company,,Rajasthan,Jaipur,SIDDHAM E.N.T. HOSPITAL,Hospital,"377, Shri Gopal Nagar,,Near Gurjar Ki Thadi",,302018,141,2504554,2504554,,10896
,,,,,,"Chauraha,,Gopalpura Bye Pass,",,,,,,,
2988,PSU-United India Insurance Company,Rajasthan,Jaipur,SITA DEVI HOSPITAL,Hospital,"74 Sri Ram Colony,,Behind Chambal Grid,,Hawa",,302019,141,2210734,2211372,,82735
,,,,,,Sadak,,,,,,,
2989,PSU-United India Insurance Company,Rajasthan,Jaipur,SMT.DURGA DEVI MEMORIAL HOSPITAL,Hospital,"A-7, Mukherjee Colony,Shastri Nagar,Near Pital",,302016,141,2280533,2280588,,2022
,,,,,,"Factory,Jaipur",,,,,,,
2990,PSU-United India Insurance Company,Rajasthan,Jaipur,SONI HOSPITAL,Hospital,"38, Kanota Bagh,,J. L. N. Marg,,Jaipur",,302004,141,2571123,2564392,,535
2991,PSU-United India Insurance Company,Rajasthan,Jaipur,SPARSH HOSPITAL(JAIP),Hospital,"Asind Nagar, Near Sanganer Road,,Chouradiya Petrol",,302029,141,"273348,2733349,2733350",,,71906
,,,,,,"Pump,,Sanganer,",,,,,,,
2992,PSU-United India Insurance Company,Rajasthan,Jaipur,T.K. HOSPITAL,Hospital,"Moti Doongri Road,,Jaipur",,302004,141,2615292/2610696,2610696,,2712
2993,PSU-United India Insurance Company,Rajasthan,Jaipur,TAGORE HOSPITAL & RESEARCH,Hospital,"Tagore Lane, Sector-7,,Shipra Path, Madhya",,302020,141,6450554/6450553/2785555,2781867,,56679
,,,,INSTITUTE,,"Marg,Mansarovar",,,,,,,
2994,PSU-United India Insurance Company,Rajasthan,Jaipur,TYAGI EYE HOSPITAL,Hospital,"A-100,Bhan Nagar,Prince Road Near Old Chungi,Main",,302006,141,2359060 /2350389,5126617 / 2350604,,58926
,,,,,,"Vidyut Nagar,Ajmer Road,,Jaipur",,,,,,,
2995,PSU-United India Insurance Company,Rajasthan,Jaipur,VAISHALI HOSPITAL & SURGICAL,Hospital,"B-283, Vaishali Nagar,,Jaipur",,302021,141,3100196/2352833,2352833,,62799
,,,,RESEARCH CENTER,,,,,,,,,
2996,PSU-United India Insurance Company,Rajasthan,Jaipur,VASAN EYE CARE HOSPITAL (JAIPUR),Hospital,"Ashok Marg,,,Near Ahinsa Circle, C Scheme,",,302001,141,3989000,2230299,,13133
2997,PSU-United India Insurance Company,Rajasthan,Jaipur,VIJAY VERGIYA HOSPITAL,Hospital,"9, Vishnupuri,,Jagalpura Road,,Japur",,302017,141,2751100 / 3229400,2752500,,50102
2998,PSU-United India Insurance Company,Rajasthan,Jaipur,VYAS MAHILA & GENERAL HOSPITAL,Hospital,"Everest Colony, Near Apex Mall,Lal Kothi,,Tank Road,",,302015,141,2742917,2741152,,65793
2999,PSU-United India Insurance Company,Rajasthan,Jaisalmer,SHRI MAHESHWARI HOSPITAL &,Hospital,"Union Circle ,Barmer Road,,Jaisalmer Raj Research",,345001,2992,"250024,250034",250024,,452
,,,,RESEARCH CENTRE,,"Center,,Neeraj Hotel Bus Stand.",,,,,,,
3000,PSU-United India Insurance Company,Rajasthan,Jodhpur,ASG HOSPITAL PVT . LTD. (JODHPUR),Hospital,"A-322,Near Hanuwant School,,Shastri Nagar,",,342003,291,2638824/ 3240372,2630790,,44614
3001,PSU-United India Insurance Company,Rajasthan,Jodhpur,CENTRE FOR SIGHT (RAJASTHAN),Hospital,"At Ram Rishi Laser Centre,562, 7th","C' Road, Near",342001,291,2613344 / 2612551,2632352,,10220
,,,,,,"Satsang Bhavan,,Sardarpura",,,,,,,
3002,PSU-United India Insurance Company,Rajasthan,Jodhpur,GOYAL HOSPITAL & RESEARCH,Hospital,"961/3,Residency Road,Opp","Rotary Hall,Jodhpur",342003,291,2432144/2434144/2625933,2624820,,2118
,,,,CENTRE PVT.LTD,,,,,,,,,
3003,PSU-United India Insurance Company,Rajasthan,Jodhpur,KAMLA NAGAR HOSPITAL (JODHPUR),Hospital,"A, Pal Link Road,,,Jodhpur",,342008,291,2753466 / 2753477 / 2753575,2757455,,198
3004,PSU-United India Insurance Company,Rajasthan,Jodhpur,KOTHARI HOSPITAL (JODHPUR),Hospital,"Plot No. 9, 5th Pulia,,Main Chopasni Road,,Chopasni",,342008,291,2755506/2754505,0,,26273
,,,,,,Housing Board,,,,,,,
3005,PSU-United India Insurance Company,Rajasthan,Jodhpur,LOK SEWA HOSPITAL & MEDICAL,Hospital,"Sector- B,,Kamla Nehru Nagar, Jodhpur,Jodhpur",,342009,291,2752601,2752603,,804
,,,,RESEARCH CENTER,,,,,,,,,
3006,PSU-United India Insurance Company,Rajasthan,Jodhpur,SHRI RAM HOSPITAL (SRI RAM SUPER,Hospital,"8, Pal Road,,Opp. Hanwant School,,Near Dalle Khan",,342003,291,2772111 / 2770600,2772078,,46654
,,,,SPECIALITY SURGICAL CENTER PVT,,Ki Chakki,,,,,,,
,,,,LTD),,,,,,,,,
3007,PSU-United India Insurance Company,Rajasthan,Jodhpur,VASAN EYE CARE HOSPITAL,Hospital,"Utsav Plaza,,Near 5th Road Circle,,Near Geeta",,342001,291,3989000,,,11327
,,,,(JODHPUR),,"Bhawan,",,,,,,,
3008,PSU-United India Insurance Company,Rajasthan,Jodhpur,VASAN EYE CARE HOSPITAL(PAOTA),Hospital,"123,2nd Polo,,Near Ship House Karni Marg,,Paota,",,342001,291,3921300,0,,13134
3009,PSU-United India Insurance Company,Rajasthan,Kota,AKANSHA ORTHOPAEDIC CENTRE (,Hospital,"5a-2, Vigyan Nagar,I.L.Chauraha - Near By Commerce",,324005,744,2421369,2426509,,1872
,,,,KOTA),,"College,Kota",,,,,,,
3010,PSU-United India Insurance Company,Rajasthan,Kota,D D EYE INSTITUTE & LASIK LASER,Hospital,"Dadabari Main Road,,Kota",,324009,744,2501100/2501161,2503606,,2730
,,,,VISION,,,,,,,,,
3011,PSU-United India Insurance Company,Rajasthan,Kota,GLOBAL MODI HOSITAL (KOTA),Hospital,"Swami Vivekanand Nagar,,Rajasthan Housing Board",,324005,744,2473501 / 05,2473500/ 08,,5035
,,,,,,"Colony,,Kota",,,,,,,
3012,PSU-United India Insurance Company,Rajasthan,Kota,JAISWAL HOSPITAL & NEURO,Hospital,"1 - K A - 28,,Vigyan Nagar,Kota",,324005,744,2410109/2433232/2423232 /,2412424,,28033
,,,,INSTITUTE,,,,,,2433232,,,
3013,PSU-United India Insurance Company,Rajasthan,Kota,KOTA EYE HOSPITAL & RESEARCH,Hospital,"88, Shakti Nagar,,Kota",,324009,744,2500767 /,2500830 /,2502044,2731
,,,,FOUNDATION,,,,,,2500044,,,
3014,PSU-United India Insurance Company,Rajasthan,Kota,KOTA HEART INSTITUTE,Hospital,"11a ,Talwandi,Jalawar Road",",Opp. Vigyan Nagar,Kota",324005,744,3010017 /3010037,2429881 /3010007,,31898
,,,,,,,,,,/05/06/17/18,,,
3015,PSU-United India Insurance Company,Rajasthan,Kota,KOTA TRAUMA HOSPITAL,Hospital,"101, Shakti Nagar,Chambal Garden,Kota",,324004,744,2500540 / 2500440/ 2501140,NA,,1591
3016,PSU-United India Insurance Company,Rajasthan,Kota,S.N.PAREEK MEMORIAL HOSPITAL &,Hospital,"3, Basant Vihar,,Kota",,324009,744,2427171/2427170,2402697,,2732
,,,,RESEARCH CENTRE,,,,,,,,,
3017,PSU-United India Insurance Company,Rajasthan,Kota,SHRI HARI HOSPITAL PVT. LTD,Hospital,"B-99-100, Riddhi Siddhi Nagar,,,Bundi Road,",,324008,744,2370888,2370888,,89947
3018,PSU-United India Insurance Company,Rajasthan,Kota,SUDHA HOSPITAL & MEDICAL,Hospital,"11-A, Talwandi,Jhalawar Road,,Kota",,324005,744,3010001/3010002/2422822/2,2429881,,1540
,,,,RESEARCH CENTER PVT.LTD.,,,,,,407708/9,,,
3019,PSU-United India Insurance Company,Rajasthan,Kota,SUVI EYE HOSPITAL & RESEARCH,Hospital,"C-13 Talwandi,,,Near Kota Blood Bank",,324005,744,2433575/ 2406744,2406744,,54924
,,,,CENTRE (P) LTD,,,,,,,,,
3020,PSU-United India Insurance Company,Rajasthan,Pali,SURANA HOSPITAL & RESEARCH,Hospital,"B - 18,,V. D. Nagar,Near Jodhpur,Pali",,306401,2932,226866,223666,,4394
,,,,CENTRE,,,,,,,,,
3021,PSU-United India Insurance Company,Rajasthan,Sawai,KILKARI HOSPITAL,Hospital,"Saket Nagar, Alanpur,,",,322001,7462,234255,,,67984
,,,Madhopur,,,,,,,,,,
3022,PSU-United India Insurance Company,Rajasthan,Srigangana,BAHL HOSPITAL & MEDICAL RESEARCH,Hospital,"Hanumangarh Road,,Sri Ganganagar",,335001,154,2463280,2464280,,52467
,,,gar,CENTRE,,,,,,,,,
3023,PSU-United India Insurance Company,Rajasthan,Udaipur,ARAVALI HOSPITAL PVT.LIMITED,Hospital,"332, Amba Mata Scheme ,,Opp. Charak",,313004,294,2430 222/2431 222,2431222,,793
,,,,,,"Hostel,,Udaipur",,,,,,,
3024,PSU-United India Insurance Company,Rajasthan,Udaipur,GBH AMERICAN HOSPITAL,Hospital,"101, Kothi Bagh,,Bhatt Ji Ki Bari,Udaipur",,313001,294,2428701 / 10,2526982,,57904
3025 PSU-United India Insurance Company,,Rajasthan,Udaipur,GEETANJALI MEDICAL COLLEGE &,Hospital,"Geetanjali Medicity,Hiran Magri Extn,Manva Khera",313002,294,2500001-6,2500007,,66567
,,,,HOSPITAL,,"Near Eklingpura Chouraha,Udaipur",,,,,,
3026,PSU-United India Insurance Company,Rajasthan,Udaipur,KALPANA NURSING HOME PVT.LTD.,Nursing,"214-C, Sardarpura,,Udaipur",313001,294,2527244,2524244,,764
,,,,,Home,,,,,,,
3027,PSU-United India Insurance Company,Rajasthan,Udaipur,MEWAR HOSPITAL PVT. LTD.,Hospital,"Priydarshani Nagar,,,Bedla",313001,294,24420067 / 7,2442007,,13468
3028,PSU-United India Insurance Company,Sikkim,Gangtok,CENTRAL REFFERAL HOSPITAL(UNIT,Hospital,"5th Mile,Tadong,,Gangtok,,East Sikkim",737102,3592,231137/232041,231162,,44100
,,,,OF SIKKIM MANIPAL),,,,,,,,
3029,PSU-United India Insurance Company,Tamil Nadu,Chengalpat,J.S.P. HOSPITAL PVT. LIMITED,Hospital,"70, Kancheepuram High Road,,,Chengaipet",603002,44,27426829/ 27428850/,27428853,,1863
,,,n,,,,,,27428851,,,
3030,PSU-United India Insurance Company,Tamil Nadu,Chengalpat,SRI RENGA HOSPITAL,Hospital,"No.12,Varda Reddy Street,,Vedachala",603001,44,"27432240, 27437544",27426763,,1787
,,,n,,,"Nagar,,Chengalpattu",,,,,,
3031,PSU-United India Insurance Company,Tamil Nadu,Chengalpat,SRI VENKATRAMANA,Hospital,"No.11-A,Varadhanar",603001,44,27426607,27433366,,2709
,,,n,HOSPITAL(CHENGALPATTU),,"Street,,Chengalpattu,Chengalpattu",,,,,,
3032,PSU-United India Insurance Company,Tamil Nadu,Chennai,A. V. HOSPITALS,Hospital,"No.97 & 172 Solaiappan St,,,Old Washermanpet",600021,44,25955859/25954786,25950904,,80572
3033,PSU-United India Insurance Company,Tamil Nadu,Chennai,AAKASH HOSPITAL (CHENNAI),Hospital,"No. 395,,T H Road,,Thiruvottiyur",600019,44,25730099,25730033,,4053
3034,PSU-United India Insurance Company,Tamil Nadu,Chennai,ABHIJAY HOSPITAL (P) LTD,Hospital,"22/2,Esi Hospital Road,,Peravallur,,Perambur",600011,44,66077232,42789880,,2710
3035,PSU-United India Insurance Company,Tamil Nadu,Chennai,ADITYA HOSPITAL ( CHENNAI),Hospital,"7, Barnaby Road,Kilpauk,Kilpauk",600010,44,26411450 /,26615454/ 26403800,,1986
,,,,,,,,,26411447/42601990,,,
3036,PSU-United India Insurance Company,Tamil Nadu,Chennai,ADYAR P.M. HOSPITALS & RESEARCH,Hospital,"58,Lattice Bridge Road,,Adyar,Adyar",600020,44,"2442001/24402001,",24415096,,1809
,,,,CENTRE,,,,,,,,
3037,PSU-United India Insurance Company,Tamil Nadu,Chennai,AG EYE CARE HOSPITALS PVT LTD,Hospital,"No. 106, R.K. Mutt Road,,,Mylapore",600004,44,44431111,44431119,,11312
3038,PSU-United India Insurance Company,Tamil Nadu,Chennai,AMMAYI EYE HOSPITAL,Hospital,"New No. 80,,7th Avenue,Ashok Nagar",600083,44,24896175,24851560,,3339
3039,PSU-United India Insurance Company,Tamil Nadu,Chennai,ANAND HOSPITAL,Hospital,"Anand Hospital,201, Kamaraj Salai,Manali",600068,44,25942702,25942900,,2114
3040,PSU-United India Insurance Company,Tamil Nadu,Chennai,ANJAKHA HOSPITAL,Hospital,"No 23,Medavakkam Main Road,,Madipakkam,Chennai",600091,44,22470405/06,22470405/06,"INDIVIDUAL,ICICI",76690
,,,,,,,,,,,LOMBARD,
3041,PSU-United India Insurance Company,Tamil Nadu,Chennai,APOLLO CHILDREN'S HOSPITAL,Hospital,"15, Shafi Mohammed Road,,,Thousand Light",600006,44,28296285,28298283,,75735
3042,PSU-United India Insurance Company,Tamil Nadu,Chennai,APOLLO FIRST MED HOSPITALS,Hospital,"154,P.H. Road,Kilpauk",600010,44,28211111/28212222,28237470,,25004
3043,PSU-United India Insurance Company,Tamil Nadu,Chennai,APOLLO HOSPITAL(AYNAMPAKKAM),Hospital,"No 64,Vanagaram,Ambattur Main",600095,44,26537777,26531021,,88062
,,,,,,"Road,Ayanambakkam",,,,,,
3044,PSU-United India Insurance Company,Tamil Nadu,Chennai,APOLLO HOSPITALS & GROUP,Hospital,"#21,Greams Lane,,Off Greams Road,,",600006,44,28296225/28293333/2829602,28290088/28293524,,2222
,,,,HOSPITAL,,,,,2/28290200,,,
3045,PSU-United India Insurance Company,Tamil Nadu,Chennai,APOLLO HOSPITALS (TONDIARPET),Hospital,"645 & 646,,T.H. Road,Tondiarpet",600081,44,25913333/25915533,25915599,,30541
3046,PSU-United India Insurance Company,Tamil Nadu,Chennai,APOLLO HOSPITALS- CITY CENTRE,Hospital,"134, Mint Street,,,Sowcarpet",600079,44,25296080 / 83,25296084,,46279
3047,PSU-United India Insurance Company,Tamil Nadu,Chennai,APOLLO MEDICAL CENTRE - CHENNAI,Hospital,"2/319, Omr,,,Karapakkam",600097,44,24505700/ 30707777,24500309,,13029
3048,PSU-United India Insurance Company,Tamil Nadu,Chennai,APOLLO SPECIALTY HOSPITALS,Hospital,"320,Anna Salai,,Nandanam,Padma Complex,Chennai",600035,44,24336119/24363572,24363646/24329044,,53494
3049,PSU-United India Insurance Company,Tamil Nadu,Chennai,"AVM MEDICAL, ENT RESEARCH",Hospital,"No.3, P.S., Sivaswamy Salai,Mylapore,Next To Nilgris,",600004,44,24970876 / 24994957,24671451,,2050
,,,,FOUNDATION PVT. LTD,,"Off, Dr. Radhakrishnan Salai,Mylapore",,,,,,
3050,PSU-United India Insurance Company,Tamil Nadu,Chennai,B. P. JAIN HOSPITAL,Hospital,"No. 6, Gokulam Colony,,Anna Salai,Pammal",600075,44,22483678,22483679,,34898
3051,PSU-United India Insurance Company,Tamil Nadu,Chennai,B.R.S HOSPITAL PVT LTD,Hospital,"#28,Cathedral Garden Road,,,Nungambakkam",600034,44,30414237/,28221947,,2204
3052,PSU-United India Insurance Company,Tamil Nadu,Chennai,BALAJI HOSPITAL (P) LTD,Hospital,"No-1,Lawyer Road,Jaganathan Street,Guindy",600032,44,22342441/22323313,22324570,,2144
3053,PSU-United India Insurance Company,Tamil Nadu,Chennai,BALAKRISHNA EYE HOSPITAL & EYE,Hospital,"No - Old - 6, New - 11,Sastri First Cross Street, Kaveri",600015,44,24359514 / 32550268,24359757,,3244
,,,,RESEARCH CENTRE,,"Nagar,Chennai",,,,,,
3054,PSU-United India Insurance Company,Tamil Nadu,Chennai,BHARANI HOSPITAL (THE SPECIALITIES,Hospital,"22, Arcot Road,,Saligramam,Chennai",600093,44,23651825 / 23652488,45032284,,3282
,,,,HEALTHCARE),,,,,,,,
3055,PSU-United India Insurance Company,Tamil Nadu,Chennai,CHENNAI EYE CARE HOSPITAL,Hospital,"No.6,12 Th Cross Street,Dhandeeswaram",600042,44,"22436080,42184560",22436080,,79832
,,,,,,"Nagar,,Velachery",,,,,,
3056,PSU-United India Insurance Company,Tamil Nadu,Chennai,CHENNAI KRISHNA HOSPITAL,Hospital,"297, Gst Road,Near Mit Flyover,Chrompet",600044,44,64534400/64534401/,22384900,,4820
,,,,,,,,,64530550,,,
3057,PSU-United India Insurance Company,Tamil Nadu,Chennai,CHENNAI MEENAKSHI MULTI,Hospital,"# 148,,Luz Church Road,,Mylapore",600004,44,42938938/ 24992607/0788,24993282,,518
